Fecha_pd,Entidad,Data
2018-11-30,Yucatán,5.0
2018-11-30,Zacatecas,66.0
2018-12-31,Aguascalientes,25.0
2018-12-31,Baja California,273.0
2018-12-31,Baja California Sur,18.0
2018-12-31,Campeche,12.0
2018-12-31,Chiapas,96.0
2018-12-31,Chihuahua,161.0
2018-12-31,Ciudad de México,209.0
2018-12-31,Coahuila de Zaragoza,36.0
2018-12-31,Colima,55.0
2018-12-31,Durango,39.0
2018-12-31,Guanajuato,386.0
2018-12-31,Guerrero,208.0
2018-12-31,Hidalgo,69.0
2018-12-31,Jalisco,247.0
2018-12-31,Michoacán de Ocampo,214.0
2018-12-31,Morelos,93.0
2018-12-31,México,335.0
2018-12-31,Nacional,3913.0
2018-12-31,Nayarit,26.0
2018-12-31,Nuevo León,141.0
2018-12-31,Oaxaca,142.0
2018-12-31,Puebla,184.0
2018-12-31,Querétaro,43.0
2018-12-31,Quintana Roo,97.0
2018-12-31,San Luis Potosí,70.0
2018-12-31,Sinaloa,119.0
2018-12-31,Sonora,106.0
2018-12-31,Tabasco,90.0
2018-12-31,Tamaulipas,140.0
2018-12-31,Tlaxcala,14.0
2018-12-31,Veracruz de Ignacio de la Llave,198.0
2018-12-31,Yucatán,5.0
2018-12-31,Zacatecas,62.0
2019-01-31,Aguascalientes,28.0
2019-01-31,Baja California,271.0
2019-01-31,Baja California Sur,16.0
2019-01-31,Campeche,9.0
2019-01-31,Chiapas,90.0
2019-01-31,Chihuahua,183.0
2019-01-31,Ciudad de México,172.0
2019-01-31,Coahuila de Zaragoza,41.0
2019-01-31,Colima,72.0
2019-01-31,Durango,20.0
2019-01-31,Guanajuato,366.0
2019-01-31,Guerrero,172.0
2019-01-31,Hidalgo,77.0
2019-01-31,Jalisco,254.0
2019-01-31,Michoacán de Ocampo,184.0
2019-01-31,Morelos,90.0
2019-01-31,México,292.0
2019-01-31,Nacional,3672.0
2019-01-31,Nayarit,23.0
2019-01-31,Nuevo León,143.0
2019-01-31,Oaxaca,148.0
2019-01-31,Puebla,131.0
2019-01-31,Querétaro,38.0
2019-01-31,Quintana Roo,130.0
2019-01-31,San Luis Potosí,61.0
2019-01-31,Sinaloa,110.0
2019-01-31,Sonora,115.0
2019-01-31,Tabasco,68.0
2019-01-31,Tamaulipas,118.0
2019-01-31,Tlaxcala,16.0
2019-01-31,Veracruz de Ignacio de la Llave,174.0
2019-01-31,Yucatán,8.0
2019-01-31,Zacatecas,52.0
2019-02-28,Aguascalientes,24.0
2019-02-28,Baja California,217.0
2019-02-28,Baja California Sur,11.0
2019-02-28,Campeche,13.0
2019-02-28,Chiapas,84.0
2019-02-28,Chihuahua,168.0
2019-02-28,Ciudad de México,159.0
2019-02-28,Coahuila de Zaragoza,43.0
2019-02-28,Colima,57.0
2019-02-28,Durango,30.0
2019-02-28,Guanajuato,382.0
2019-02-28,Guerrero,171.0
2019-02-28,Hidalgo,61.0
2019-02-28,Jalisco,263.0
2019-02-28,Michoacán de Ocampo,205.0
2019-02-28,Morelos,109.0
2019-02-28,México,277.0
2019-02-28,Nacional,3580.0
2019-02-28,Nayarit,17.0
2019-02-28,Nuevo León,144.0
2019-02-28,Oaxaca,132.0
2019-02-28,Puebla,176.0
2019-02-28,Querétaro,47.0
2019-02-28,Quintana Roo,114.0
2019-02-28,San Luis Potosí,65.0
2019-02-28,Sinaloa,112.0
2019-02-28,Sonora,66.0
2019-02-28,Tabasco,82.0
2019-02-28,Tamaulipas,111.0
2019-02-28,Tlaxcala,10.0
2019-02-28,Veracruz de Ignacio de la Llave,176.0
2019-02-28,Yucatán,7.0
2019-02-28,Zacatecas,47.0
2019-03-31,Aguascalientes,22.0
2019-03-31,Baja California,216.0
2019-03-31,Baja California Sur,18.0
2019-03-31,Campeche,10.0
2019-03-31,Chiapas,98.0
2019-03-31,Chihuahua,193.0
2019-03-31,Ciudad de México,217.0
2019-03-31,Coahuila de Zaragoza,38.0
2019-03-31,Colima,58.0
2019-03-31,Durango,25.0
2019-03-31,Guanajuato,407.0
2019-03-31,Guerrero,159.0
2019-03-31,Hidalgo,59.0
2019-03-31,Jalisco,219.0
2019-03-31,Michoacán de Ocampo,194.0
2019-03-31,Morelos,114.0
2019-03-31,México,329.0
2019-03-31,Nacional,3783.0
2019-03-31,Nayarit,15.0
2019-03-31,Nuevo León,107.0
2019-03-31,Oaxaca,138.0
2019-03-31,Puebla,178.0
2019-03-31,Querétaro,51.0
2019-03-31,Quintana Roo,137.0
2019-03-31,San Luis Potosí,96.0
2019-03-31,Sinaloa,91.0
2019-03-31,Sonora,96.0
2019-03-31,Tabasco,103.0
2019-03-31,Tamaulipas,119.0
2019-03-31,Tlaxcala,13.0
2019-03-31,Veracruz de Ignacio de la Llave,195.0
2019-03-31,Yucatán,8.0
2019-03-31,Zacatecas,60.0
2019-04-30,Aguascalientes,25.0
2019-04-30,Baja California,217.0
2019-04-30,Baja California Sur,17.0
2019-04-30,Campeche,14.0
2019-04-30,Chiapas,108.0
2019-04-30,Chihuahua,196.0
2019-04-30,Ciudad de México,167.0
2019-04-30,Coahuila de Zaragoza,31.0
2019-04-30,Colima,60.0
2019-04-30,Durango,37.0
2019-04-30,Guanajuato,395.0
2019-04-30,Guerrero,156.0
2019-04-30,Hidalgo,59.0
2019-04-30,Jalisco,226.0
2019-04-30,Michoacán de Ocampo,177.0
2019-04-30,Morelos,91.0
2019-04-30,México,298.0
2019-04-30,Nacional,3626.0
2019-04-30,Nayarit,15.0
2019-04-30,Nuevo León,107.0
2019-04-30,Oaxaca,158.0
2019-04-30,Puebla,138.0
2019-04-30,Querétaro,39.0
2019-04-30,Quintana Roo,136.0
2019-04-30,San Luis Potosí,70.0
2019-04-30,Sinaloa,124.0
2019-04-30,Sonora,90.0
2019-04-30,Tabasco,107.0
2019-04-30,Tamaulipas,121.0
2019-04-30,Tlaxcala,23.0
2019-04-30,Veracruz de Ignacio de la Llave,165.0
2019-04-30,Yucatán,9.0
2019-04-30,Zacatecas,50.0
2019-05-31,Aguascalientes,29.0
2019-05-31,Baja California,268.0
2019-05-31,Baja California Sur,11.0
2019-05-31,Campeche,13.0
2019-05-31,Chiapas,109.0
2019-05-31,Chihuahua,237.0
2019-05-31,Ciudad de México,201.0
2019-05-31,Coahuila de Zaragoza,40.0
2019-05-31,Colima,64.0
2019-05-31,Durango,38.0
2019-05-31,Guanajuato,403.0
2019-05-31,Guerrero,180.0
2019-05-31,Hidalgo,55.0
2019-05-31,Jalisco,214.0
2019-05-31,Michoacán de Ocampo,204.0
2019-05-31,Morelos,88.0
2019-05-31,México,293.0
2019-05-31,Nacional,3891.0
2019-05-31,Nayarit,32.0
2019-05-31,Nuevo León,125.0
2019-05-31,Oaxaca,171.0
2019-05-31,Puebla,159.0
2019-05-31,Querétaro,43.0
2019-05-31,Quintana Roo,110.0
2019-05-31,San Luis Potosí,61.0
2019-05-31,Sinaloa,128.0
2019-05-31,Sonora,98.0
2019-05-31,Tabasco,97.0
2019-05-31,Tamaulipas,131.0
2019-05-31,Tlaxcala,22.0
2019-05-31,Veracruz de Ignacio de la Llave,197.0
2019-05-31,Yucatán,8.0
2019-05-31,Zacatecas,62.0
2019-06-30,Aguascalientes,20.0
2019-06-30,Baja California,273.0
2019-06-30,Baja California Sur,9.0
2019-06-30,Campeche,7.0
2019-06-30,Chiapas,103.0
2019-06-30,Chihuahua,224.0
2019-06-30,Ciudad de México,151.0
2019-06-30,Coahuila de Zaragoza,30.0
2019-06-30,Colima,59.0
2019-06-30,Durango,26.0
2019-06-30,Guanajuato,352.0
2019-06-30,Guerrero,179.0
2019-06-30,Hidalgo,60.0
2019-06-30,Jalisco,241.0
2019-06-30,Michoacán de Ocampo,228.0
2019-06-30,Morelos,96.0
2019-06-30,México,268.0
2019-06-30,Nacional,3743.0
2019-06-30,Nayarit,24.0
2019-06-30,Nuevo León,120.0
2019-06-30,Oaxaca,147.0
2019-06-30,Puebla,128.0
2019-06-30,Querétaro,30.0
2019-06-30,Quintana Roo,122.0
2019-06-30,San Luis Potosí,70.0
2019-06-30,Sinaloa,108.0
2019-06-30,Sonora,158.0
2019-06-30,Tabasco,86.0
2019-06-30,Tamaulipas,121.0
2019-06-30,Tlaxcala,26.0
2019-06-30,Veracruz de Ignacio de la Llave,207.0
2019-06-30,Yucatán,15.0
2019-06-30,Zacatecas,55.0
2019-07-31,Aguascalientes,15.0
2019-07-31,Baja California,314.0
2019-07-31,Baja California Sur,8.0
2019-07-31,Campeche,11.0
2019-07-31,Chiapas,104.0
2019-07-31,Chihuahua,225.0
2019-07-31,Ciudad de México,166.0
2019-07-31,Coahuila de Zaragoza,39.0
2019-07-31,Colima,69.0
2019-07-31,Durango,40.0
2019-07-31,Guanajuato,319.0
2019-07-31,Guerrero,189.0
2019-07-31,Hidalgo,46.0
2019-07-31,Jalisco,233.0
2019-07-31,Michoacán de Ocampo,185.0
2019-07-31,Morelos,84.0
2019-07-31,México,294.0
2019-07-31,Nacional,3735.0
2019-07-31,Nayarit,26.0
2019-07-31,Nuevo León,123.0
2019-07-31,Oaxaca,170.0
2019-07-31,Puebla,138.0
2019-07-31,Querétaro,39.0
2019-07-31,Quintana Roo,133.0
2019-07-31,San Luis Potosí,67.0
2019-07-31,Sinaloa,117.0
2019-07-31,Sonora,109.0
2019-07-31,Tabasco,66.0
2019-07-31,Tamaulipas,136.0
2019-07-31,Tlaxcala,8.0
2019-07-31,Veracruz de Ignacio de la Llave,196.0
2019-07-31,Yucatán,9.0
2019-07-31,Zacatecas,57.0
2019-08-31,Aguascalientes,12.0
2019-08-31,Baja California,278.0
2019-08-31,Baja California Sur,14.0
2019-08-31,Campeche,14.0
2019-08-31,Chiapas,90.0
2019-08-31,Chihuahua,202.0
2019-08-31,Ciudad de México,148.0
2019-08-31,Coahuila de Zaragoza,41.0
2019-08-31,Colima,68.0
2019-08-31,Durango,35.0
2019-08-31,Guanajuato,341.0
2019-08-31,Guerrero,181.0
2019-08-31,Hidalgo,54.0
2019-08-31,Jalisco,210.0
2019-08-31,Michoacán de Ocampo,219.0
2019-08-31,Morelos,97.0
2019-08-31,México,272.0
2019-08-31,Nacional,3673.0
2019-08-31,Nayarit,22.0
2019-08-31,Nuevo León,125.0
2019-08-31,Oaxaca,174.0
2019-08-31,Puebla,110.0
2019-08-31,Querétaro,43.0
2019-08-31,Quintana Roo,138.0
2019-08-31,San Luis Potosí,75.0
2019-08-31,Sinaloa,119.0
2019-08-31,Sonora,125.0
2019-08-31,Tabasco,59.0
2019-08-31,Tamaulipas,119.0
2019-08-31,Tlaxcala,13.0
2019-08-31,Veracruz de Ignacio de la Llave,220.0
2019-08-31,Yucatán,7.0
2019-08-31,Zacatecas,48.0
